"ItemID";"ItemName";"ItemPrice";"ItemDescription";"ItemType";"CreationDate";"DateUpdate"
"584";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"585";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"587";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"591";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"595";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"596";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"598";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"599";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"600";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"601";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"602";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"603";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"604";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"606";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"607";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"609";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"610";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"611";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"612";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"613";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"614";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"616";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"617";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"618";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"619";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"620";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"621";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"622";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"623";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"624";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"625";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"626";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"627";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"628";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"629";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"630";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"645";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"646";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"647";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"650";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"653";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"654";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"655";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"656";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"658";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"659";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"662";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"663";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"665";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"666";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"667";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"668";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"669";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"670";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"671";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"672";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"673";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"674";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"678";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"679";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"680";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"681";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"682";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"683";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"684";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"685";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"686";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"687";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"688";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"689";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"690";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"691";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"692";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"694";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"695";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"697";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"698";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"700";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"707";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"708";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"715";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"716";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"719";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"722";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"726";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"727";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"728";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"729";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"730";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"731";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"732";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"733";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"735";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"736";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"738";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"739";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"740";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"741";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"786";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"790";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"791";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"792";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"794";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"795";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"798";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"799";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"800";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"801";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"803";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"808";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"809";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"813";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"814";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"820";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"821";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"824";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"825";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"835";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"836";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"837";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"838";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"839";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"850";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"851";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"852";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"854";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"855";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"856";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"860";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"861";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"862";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"863";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"864";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"869";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"873";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"874";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"875";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"876";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"877";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"878";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"879";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"880";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"881";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"882";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"885";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"886";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"887";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"888";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"889";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"890";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"891";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"892";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"893";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"894";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"895";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"896";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"897";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"898";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"899";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"900";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"902";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"903";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"904";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"905";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"906";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"907";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"908";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"909";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"910";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"911";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"912";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"913";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"914";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"915";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"916";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"917";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"918";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"919";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"928";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"929";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"930";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"934";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"935";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"936";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"937";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"938";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"939";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"942";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"947";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"948";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"949";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"950";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"952";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"955";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"956";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"957";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"958";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"959";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"961";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"962";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"973";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"974";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"975";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"976";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"977";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"978";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"979";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"980";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"981";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"982";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"993";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"994";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"995";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"998";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"999";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1000";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1001";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1002";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1003";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1004";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1005";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1006";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1007";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1009";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1010";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1011";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1012";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1014";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1015";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1016";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1017";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1018";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1019";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1020";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1021";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1022";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1025";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1026";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1027";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1028";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1029";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1030";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1031";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1032";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1033";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1038";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1039";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1040";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1041";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1042";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1043";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1044";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1045";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1046";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1047";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1048";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1049";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1050";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1052";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1053";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1054";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1055";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1056";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1057";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1058";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1060";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1061";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1074";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1075";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1076";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1201";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1202";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1203";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1204";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1205";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1206";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1207";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1208";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1209";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1210";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1211";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1212";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1213";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1214";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1215";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1216";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1217";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1218";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1219";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1220";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1221";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1222";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1223";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1224";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1225";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1226";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1227";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1228";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1229";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1230";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1231";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1232";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1233";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1234";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1235";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1236";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1237";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1238";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1239";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1240";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1241";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1242";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1243";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1244";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1245";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1246";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1247";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1248";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1249";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1250";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1251";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1252";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1253";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1254";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1255";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1256";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1257";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1258";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1259";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1260";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1261";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1262";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1263";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1264";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1265";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1266";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1267";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1268";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1269";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1270";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1271";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1272";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1273";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1274";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"1275";;"0.00";;;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
